NAME,state,place,households_total,households_total_male,households_total_female,marital_status__male_15_over,marital_status__male_15_over_percent,marital_status__female_15_over,marital_status__female_15_over_percent,edu_high_school_over,edu_high_school_over.1,edu_bach_degree_over,edu_bach_degree_over_percent,employment_status_percent,employment_status,income_household,income_household_median,income_household_mean,income_family,income_family_median,income_family_mean,income_per_capita,income_nonfamily,income_nonfamily_median,income_nonfamily_mean,income_below_poverty_family,income_below_poverty_percent_family,income_below_poverty,income_below_poverty_percent,housing_occupancy,housing_occupancy_percent,housing_in_structure,housing_in_structure_percent,population_total,population_over_21,population_over_21_percent,population_15_to_19,population_15_to_19_percent,population_male_over_18,population_male_over_18_percent,population_female_over_18,population_female_over_18_percent,City,State
"Alafaya CDP, Florida",12,410,32823.0,5713.0,8323.0,40518.0,40518.0,40944.0,40944.0,60119.0,92.5,27371.0,42.1,80058,80058,32823,74796,95459,22021,87410,103812,35068,-999999999,57139,-999999999,-888888888,8.7,-888888888,10.9,34561,34561,34561,34561,95779,74883,78.2,4724,4.9,38987,49.8,39298,50.2,Alafay,Florida
"Boca Raton city, Florida",12,7300,41318.0,6406.0,13291.0,36179.0,36179.0,47148.0,47148.0,66203.0,95.9,39398.0,57.1,82579,82579,41318,85194,135769,24148,115388,178812,60315,17170,50463,72932,-888888888,5.9,-888888888,11.3,48657,48657,48657,48657,95785,74111,77.4,7354,7.7,34862,43.2,45812,56.8,Boca Raton,Florida
"Boynton Beach city, Florida",12,7875,33201.0,6746.0,10515.0,31610.0,31610.0,35430.0,35430.0,51169.0,86.4,19676.0,33.2,66474,66474,33201,61293,75771,18662,75858,89328,32616,14539,41419,54783,-888888888,9.1,-888888888,12.6,39736,39736,39736,39736,80083,63465,79.2,2937,3.7,31007,47.6,34145,52.4,Boynton Beach,Florida
"Brandon CDP, Florida",12,8150,46925.0,10005.0,14150.0,48602.0,48602.0,47255.0,47255.0,76747.0,91.5,26245.0,31.3,94374,94374,46925,64357,84162,29573,84084,98189,35007,17352,46439,54103,-888888888,8.8,-888888888,12.1,50086,50086,50086,50086,116994,89625,76.6,5532,4.7,46252,50.6,45243,49.4,Brando,Florida
"Cape Coral city, Florida",12,10275,79845.0,12843.0,17544.0,86486.0,86486.0,89599.0,89599.0,146646.0,93.4,38602.0,24.6,174998,174998,79845,66425,86503,54179,74616,94849,35788,25666,37956,58789,-888888888,9.1,-888888888,13.3,94442,94442,94442,94442,204519,166819,81.6,8043,3.9,84742,49.3,87158,50.7,Cape Coral,Florida
"Clearwater city, Florida",12,12875,49486.0,10032.0,16051.0,52676.0,52676.0,52725.0,52725.0,82714.0,90.8,31418.0,34.5,104364,104364,49486,56626,84899,26747,80094,108887,38463,22739,39579,54127,-888888888,9.9,-888888888,17.4,60153,60153,60153,60153,116667,97966,84.0,4709,4.0,51383,50.1,51194,49.9,Clearwater,Florida
"Charleston city, South Carolina",45,13330,63391.0,11898.0,20154.0,62143.0,62143.0,67442.0,67442.0,98841.0,94.1,57383.0,54.6,128193,128193,63391,74139,103964,34279,104734,136397,44925,29112,50738,64455,-888888888,7.2,-888888888,13.4,75367,75367,75367,75367,152046,116600,76.7,9814,6.5,60465,47.9,65744,52.1,Charleston,South Carolina
"Schenectady city, New York",36,65508,28965.0,7702.0,8902.0,27554.0,27554.0,27675.0,27675.0,39865.0,87.0,11796.0,25.7,55229,55229,28965,53316,72373,15047,78915,89122,30466,13918,38094,50463,-888888888,18.7,-888888888,25.5,30921,30921,30921,30921,66985,50205,74.9,3710,5.5,26351,49.3,27067,50.7,Schenectady,New York
"Arlington city, Texas",48,4000,146888.0,28516.0,43856.0,155425.0,155425.0,159711.0,159711.0,221723.0,85.6,79144.0,30.5,309051,309051,146888,59889,82274,98986,73546,94993,31722,47902,37153,52706,-888888888,9.4,-888888888,11.9,156653,156653,156653,156653,392802,280271,71.4,29263,7.4,146245,49.0,152269,51.0,Arlington,Texas
"Rock Hill city, South Carolina",45,61405,29268.0,5333.0,10593.0,26959.0,26959.0,32611.0,32611.0,43316.0,92.3,16971.0,36.1,58604,58604,29268,60237,80372,18134,73031,89108,32323,11134,42950,62351,-888888888,10.6,-888888888,13.9,31490,31490,31490,31490,74107,51339,69.3,7153,9.7,24919,44.4,31246,55.6,Rock Hill,South Carolina
"Reading city, Pennsylvania",42,63624,32504.0,7876.0,12572.0,34144.0,34144.0,37140.0,37140.0,38875.0,70.5,6290.0,11.4,68868,68868,32504,37107,49626,20029,46148,54961,17236,12475,26478,34904,-888888888,29.4,-888888888,30.6,34964,34964,34964,34964,94834,60859,64.2,8916,9.4,31139,47.4,34549,52.6,Reading,Pennsylvania
"Lubbock city, Texas",48,45000,104426.0,21066.0,32945.0,101374.0,101374.0,109019.0,109019.0,135647.0,89.8,51735.0,34.2,207548,207548,104426,54747,75638,61821,71422,92876,30618,42605,32355,46563,-888888888,14.1,-888888888,18.0,113800,113800,113800,113800,260990,176703,67.7,25073,9.6,96715,48.4,103120,51.6,Lubbock,Texas
"Sammamish city, Washington",53,61115,22090.0,1129.0,2229.0,24985.0,24985.0,26405.0,26405.0,41847.0,97.5,33807.0,78.7,49883,49883,22090,201370,252786,-999999999,213291,-999999999,84549,2847,81117,111702,-888888888,2.4,-888888888,2.5,22708,22708,22708,22708,66630,44720,67.1,6034,9.1,23166,49.4,23775,50.6,Sammamish,Washington
"Kenosha city, Wisconsin",55,39225,38438.0,7271.0,11560.0,38062.0,38062.0,41503.0,41503.0,58004.0,90.7,17206.0,26.9,78043,78043,38438,67223,83464,25253,80582,100510,32424,13185,32194,45483,-888888888,10.0,-888888888,13.2,40437,40437,40437,40437,99285,68517,69.0,8247,8.3,35682,47.7,39110,52.3,Kenosha,Wisconsin
"Pearland city, Texas",48,56348,43012.0,4862.0,11091.0,42943.0,42943.0,52040.0,52040.0,75972.0,94.7,38651.0,48.2,92024,92024,43012,103227,124579,32049,123053,142366,45214,10963,51558,64894,-888888888,-999999999.0,-888888888,2.5,44576,44576,44576,44576,120694,84747,70.2,8706,7.2,39671,44.9,48627,55.1,Pearland,Texas
"Racine city, Wisconsin",55,66000,30885.0,6391.0,11635.0,28355.0,28355.0,31875.0,31875.0,43362.0,88.0,8612.0,17.5,59341,59341,30885,47861,60267,18390,52250,66462,24591,12495,35613,45375,-888888888,19.5,-888888888,22.6,34630,34630,34630,34630,77131,54003,70.0,5835,7.6,26684,47.1,29957,52.9,Racine,Wisconsin
"Cleveland city, Ohio",39,16000,171321.0,49534.0,73107.0,145361.0,145361.0,158956.0,158956.0,214975.0,84.2,55436.0,21.7,299643,299643,171321,35562,50078,76491,43181,58554,24093,94830,27887,41048,-888888888,25.0,-888888888,29.3,202735,202735,202735,202735,368006,275761,74.9,21532,5.9,139795,47.7,153378,52.3,Cleveland,Ohio
"Eugene city, Oregon",41,23850,74740.0,16365.0,22683.0,74487.0,74487.0,77861.0,77861.0,108149.0,93.7,51352.0,44.5,150773,150773,74740,59338,90047,37897,86510,114946,38298,36843,39472,61556,-888888888,6.6,-888888888,16.3,78322,78322,78322,78322,175102,132701,75.8,14346,8.2,72521,49.4,74286,50.6,Eugene,Oregon
"Medford city, Oregon",41,47000,36525.0,9135.0,10047.0,36312.0,36312.0,36444.0,36444.0,57411.0,90.5,19762.0,31.1,72238,72238,36525,63703,75069,20312,78286,91903,32950,16213,39454,51289,-888888888,7.8,-888888888,15.0,37661,37661,37661,37661,86374,68749,79.6,3587,4.2,35480,50.0,35478,50.0,Medford,Oregon
"Raleigh city, North Carolina",37,55000,194917.0,39112.0,64015.0,186491.0,186491.0,202755.0,202755.0,298665.0,92.9,173290.0,53.9,384856,384856,194917,74612,104131,107245,99317,129659,44001,87672,48273,70259,-888888888,8.0,-888888888,12.9,217866,217866,217866,217866,469502,352911,75.2,30428,6.5,179389,48.0,194590,52.0,Raleigh,North Carolina
"Greenville city, South Carolina",45,30850,34154.0,7619.0,13206.0,28306.0,28306.0,33407.0,33407.0,45482.0,93.2,27149.0,55.6,61371,61371,34154,57253,103043,16592,81560,140443,50056,17562,46685,66638,-888888888,11.6,-888888888,16.0,37958,37958,37958,37958,72103,55033,76.3,5097,7.1,27061,45.2,32782,54.8,Greenville,South Carolina
"Atascocita CDP, Texas",48,4462,29579.0,3654.0,5211.0,34477.0,34477.0,32345.0,32345.0,54148.0,93.9,22696.0,39.3,65639,65639,29579,101686,113755,-999999999,118341,-999999999,39246,-999999999,71220,-999999999,-888888888,-999999999.0,-888888888,6.8,31181,31181,31181,31181,85808,60262,70.2,5578,6.5,32438,51.1,31078,48.9,Atascocit,Texas
"Carrollton city, Texas",48,13024,50308.0,7880.0,11520.0,52183.0,52183.0,58052.0,58052.0,84498.0,89.9,40058.0,42.6,107819,107819,50308,86647,104866,35412,93582,116209,40168,14896,60156,73973,-888888888,9.5,-888888888,11.1,51894,51894,51894,51894,132569,99964,75.4,9247,7.0,49261,47.3,54785,52.7,Carrollton,Texas
"Sioux Falls city, South Dakota",46,59020,83498.0,16132.0,23192.0,77148.0,77148.0,77872.0,77872.0,120165.0,93.0,50563.0,39.1,152198,152198,83498,73273,100359,50543,88191,121709,43144,32955,48946,64990,-888888888,7.2,-888888888,9.1,86893,86893,86893,86893,196528,141422,72.0,11574,5.9,73675,50.1,73445,49.9,Sioux Falls,South Dakota
"Provo city, Utah",49,62470,32518.0,5103.0,7542.0,46626.0,46626.0,48208.0,48208.0,42588.0,91.8,22735.0,49.0,93082,93082,32518,57659,81425,22547,63453,90051,24337,9971,47533,52397,-888888888,12.6,-888888888,20.0,33865,33865,33865,33865,114085,78947,69.2,12138,10.6,44357,49.3,45677,50.7,Provo,Utah
"Denton city, Texas",48,19972,57963.0,12512.0,14934.0,62880.0,62880.0,66656.0,66656.0,84810.0,91.9,39137.0,42.4,128401,128401,57963,64873,84369,31999,99212,113684,33743,25964,35920,45331,-888888888,11.2,-888888888,18.4,61038,61038,61038,61038,148139,109704,74.1,15190,10.3,60781,48.9,63601,51.1,Denton,Texas
"Carolina zona urbana, Puerto Rico",72,14290,,,,,,,,,,,,121133,121133,54012,31597,42068,33301,36185,45954,17492,20711,22006,32265,-888888888,24.7,-888888888,27.4,68134,68134,68134,68134,141050,112247,79.6,8479,6.0,52242,44.4,65388,55.6,Carolina zona u,Puerto Rico
"Richmond city, Virginia",51,67000,99929.0,24058.0,45414.0,90198.0,90198.0,103270.0,103270.0,142745.0,88.1,70819.0,43.7,191729,191729,99929,51770,81468,41087,75062,114412,38425,58842,40939,55644,-888888888,13.3,-888888888,21.1,112806,112806,112806,112806,226604,175988,77.7,12718,5.6,87694,46.7,100104,53.3,Richmond,Virginia
"Roanoke city, Virginia",51,68000,42455.0,8652.0,16711.0,37492.0,37492.0,42491.0,42491.0,62554.0,90.4,20597.0,29.8,78700,78700,42455,47202,67394,21281,68271,87430,29708,21174,31271,44441,-888888888,13.8,-888888888,17.7,48912,48912,48912,48912,98865,74416,75.3,4935,5.0,35909,46.8,40767,53.2,Roanoke,Virginia
"Seattle city, Washington",53,63000,351650.0,93431.0,95835.0,329448.0,329448.0,319414.0,319414.0,535187.0,95.9,381359.0,68.3,643854,643854,351650,110781,154211,154761,165479,210863,74733,196889,75100,106369,-888888888,5.8,-888888888,11.0,384799,384799,384799,384799,733904,609741,83.1,31391,4.3,322444,50.8,312346,49.2,Seattle,Washington
"McAllen city, Texas",48,45384,48438.0,5362.0,16174.0,53879.0,53879.0,58076.0,58076.0,72532.0,80.5,29290.0,32.5,109901,109901,48438,57359,76724,36743,68580,87997,26671,11695,26975,37441,-888888888,13.8,-888888888,16.6,53023,53023,53023,53023,143922,98424,68.4,11041,7.7,49304,47.2,55142,52.8,McAllen,Texas
"McKinney city, Texas",48,45744,73357.0,6829.0,18007.0,75878.0,75878.0,81059.0,81059.0,127025.0,95.5,70930.0,53.3,153362,153362,73357,98317,127837,53864,115637,145601,47493,19493,62693,73364,-888888888,6.1,-888888888,7.3,76364,76364,76364,76364,202680,140764,69.5,13706,6.8,70358,47.5,77680,52.5,McKinney,Texas
"Pflugerville city, Texas",48,57176,23875.0,3814.0,5093.0,26528.0,26528.0,25828.0,25828.0,43025.0,96.3,19533.0,43.7,50555,50555,23875,103687,125918,-999999999,113627,-999999999,46388,-999999999,51472,-999999999,-888888888,3.8,-888888888,6.6,25056,25056,25056,25056,66700,46011,69.0,5925,8.9,24592,50.9,23747,49.1,Pflugerville,Texas
"Pharr city, Texas",48,57200,24797.0,3485.0,8028.0,27945.0,27945.0,31243.0,31243.0,29073.0,66.0,8108.0,18.4,57283,57283,24797,32217,53993,19181,33978,54160,17321,-999999999,19126,-999999999,-888888888,37.8,-888888888,42.5,27974,27974,27974,27974,79697,48275,60.6,8600,10.8,25398,47.3,28242,52.7,Pharr,Texas
"Lawton city, Oklahoma",40,41850,33921.0,7382.0,10485.0,39037.0,39037.0,34120.0,34120.0,50362.0,88.0,13278.0,23.2,72527,72527,33921,44751,59168,20379,55154,71363,24147,13542,31684,39068,-888888888,18.1,-888888888,23.7,40112,40112,40112,40112,91058,64150,70.4,6501,7.1,37418,53.2,32982,46.8,Lawton,Oklahoma
"Austin city, Texas",48,5000,449399.0,119215.0,123679.0,410957.0,410957.0,399479.0,399479.0,637775.0,92.8,411354.0,59.9,801564,801564,449399,79542,115631,210515,112625,149774,53937,238884,57842,83575,-888888888,7.7,-888888888,12.7,469156,469156,469156,469156,964000,742813,77.1,55131,5.7,397010,50.8,384282,49.2,Austin,Texas
"Cedar Park city, Texas",48,13552,30407.0,5105.0,5225.0,32902.0,32902.0,29165.0,29165.0,51999.0,96.6,31393.0,58.3,61229,61229,30407,114450,135428,19900,137659,157453,52362,10507,70321,91832,-888888888,3.6,-888888888,5.0,30710,30710,30710,30710,78326,57005,72.8,4208,5.4,31488,52.8,28170,47.2,Cedar Park,Texas
"Centreville CDP, Virginia",51,14440,24957.0,3459.0,6151.0,29222.0,29222.0,31200.0,31200.0,47163.0,96.6,29733.0,60.9,58971,58971,24957,113518,139596,19228,126123,152756,47554,5729,81887,90209,-888888888,7.9,-888888888,12.3,25312,25312,25312,25312,75010,53251,71.0,6458,8.6,27085,47.8,29556,52.2,Centrevill,Virginia
"Fort Worth city, Texas",48,27000,334286.0,58965.0,96401.0,344972.0,344972.0,380738.0,380738.0,492772.0,83.4,186853.0,31.6,712123,712123,334286,68235,93412,219456,83911,108139,34106,114830,46111,60648,-888888888,10.6,-888888888,14.4,361341,361341,361341,361341,940437,642668,68.3,67575,7.2,325080,47.6,358404,52.4,Fort Worth,Texas
"Houston city, Texas",48,35000,924981.0,210649.0,303326.0,907054.0,907054.0,938026.0,938026.0,1206382.0,79.0,553802.0,36.3,1816331,1816331,924981,55499,89003,542339,61795,104597,36265,382642,41912,63521,-888888888,16.1,-888888888,19.4,1028763,1028763,1028763,1028763,2287047,1664835,72.8,152355,6.7,864677,49.3,889900,50.7,Houston,Texas
"Mansfield city, Texas",48,46452,25327.0,3876.0,6047.0,30619.0,30619.0,29134.0,29134.0,47320.0,95.9,20051.0,40.6,59002,59002,25327,91255,120387,19936,105833,134540,42221,5391,51901,63690,-888888888,2.5,-888888888,3.9,26120,26120,26120,26120,74106,51860,70.0,6705,9.0,28329,51.4,26759,48.6,Mansfield,Texas
"South Hill CDP, Washington",53,65922,22379.0,3185.0,4448.0,26457.0,26457.0,25727.0,25727.0,39024.0,91.5,11774.0,27.6,50400,50400,22379,97622,116542,17866,106310,124702,39237,4513,56472,60906,-888888888,6.0,-888888888,7.8,23231,23231,23231,23231,66875,45834,68.5,5545,8.3,24240,50.7,23540,49.3,South Hil,Washington
"Plano city, Texas",48,58016,108472.0,15210.0,25757.0,114727.0,114727.0,120421.0,120421.0,182307.0,92.7,116303.0,59.1,231608,231608,108472,95002,129480,76602,114531,148483,49792,31870,62861,74237,-888888888,6.5,-888888888,8.8,114797,114797,114797,114797,287037,211751,73.8,18425,6.4,109199,48.8,114761,51.2,Plano,Texas
"Columbus city, Ohio",39,18000,390605.0,92133.0,132362.0,361111.0,361111.0,380966.0,380966.0,549983.0,90.8,232829.0,38.4,731827,731827,390605,58202,74938,206996,69237,86505,32392,183609,46875,59241,-888888888,13.6,-888888888,17.7,422120,422120,422120,422120,907310,668125,73.6,56818,6.3,346262,48.6,365732,51.4,Columbus,Ohio
"Mount Pleasant town, South Carolina",45,48535,37983.0,5648.0,9205.0,37359.0,37359.0,37302.0,37302.0,66938.0,98.0,44733.0,65.5,73297,73297,37983,99298,129097,24035,116322,144289,54218,13948,77563,92975,-888888888,5.2,-888888888,5.9,41499,41499,41499,41499,92398,70016,75.8,4106,4.4,35265,49.4,36097,50.6,Mount Pleasant,South Carolina
"Murfreesboro city, Tennessee",47,51560,58371.0,10855.0,14754.0,64452.0,64452.0,65914.0,65914.0,95406.0,95.2,45980.0,45.9,127554,127554,58371,77584,96418,36741,101515,120981,36967,21630,42128,52987,-888888888,2.6,-888888888,7.2,67416,67416,67416,67416,157509,113296,71.9,12439,7.9,60873,49.2,62835,50.8,Murfreesboro,Tennessee
"Nashville-Davidson metropolitan government (balance), Tennessee",47,52006,305247.0,65912.0,102150.0,268942.0,268942.0,294372.0,294372.0,429830.0,90.3,219535.0,46.1,557684,557684,305247,64857,95481,158800,81660,115121,42268,146447,51779,69894,-888888888,10.5,-888888888,15.3,331262,331262,331262,331262,678845,514310,75.8,39208,5.8,258631,47.7,283836,52.3,Nashville-Davidson metropolitan government (bal,Tennessee
"St. George city, Utah",49,65330,35656.0,4143.0,7182.0,41144.0,41144.0,40099.0,40099.0,57181.0,91.7,19679.0,31.6,79350,79350,35656,59365,84484,25478,81047,100131,30995,10178,28856,41238,-888888888,5.9,-888888888,11.5,41468,41468,41468,41468,99965,69940,70.0,8347,8.3,37970,50.4,37394,49.6,St. George,Utah
"Chesapeake city, Virginia",51,16000,93849.0,13193.0,25186.0,97924.0,97924.0,103542.0,103542.0,157117.0,93.6,63837.0,38.0,197892,197892,93849,88815,106207,69301,102453,120606,39875,24548,50443,59869,-888888888,5.5,-888888888,7.9,96040,96040,96040,96040,251269,181478,72.2,16999,6.8,92613,48.7,97672,51.3,Chesapeake,Virginia
"Edinburg city, Texas",48,22660,37541.0,5291.0,14818.0,35082.0,35082.0,42761.0,42761.0,48919.0,76.7,18305.0,28.7,76403,76403,37541,47596,58546,26371,48525,62666,22086,11170,37320,42522,-888888888,24.8,-888888888,28.7,39973,39973,39973,39973,102477,70327,68.6,6239,6.1,33319,44.9,40961,55.1,Edinburg,Texas
"Auburn city, Washington",53,3180,31836.0,5337.0,7707.0,37148.0,37148.0,34075.0,34075.0,51483.0,88.9,13642.0,23.5,69638,69638,31836,79368,95358,20854,98862,112693,35391,10982,43327,54494,-888888888,7.7,-888888888,13.0,32420,32420,32420,32420,87061,63198,72.6,6741,7.7,34500,51.6,32394,48.4,Auburn,Washington
"Frisco city, Texas",48,27684,72282.0,7707.0,12164.0,79782.0,79782.0,84054.0,84054.0,129107.0,95.7,90745.0,67.2,160303,160303,72282,130118,166882,56006,154769,189335,58153,16276,72811,86586,-888888888,1.8,-888888888,2.5,74074,74074,74074,74074,210735,144615,68.6,17654,8.4,73632,49.0,76711,51.0,Frisco,Texas
"Kennewick city, Washington",53,35275,30679.0,5665.0,9849.0,32022.0,32022.0,33955.0,33955.0,44585.0,81.4,14347.0,26.2,64877,64877,30679,56041,78627,19525,70296,93922,29506,11154,43573,46774,-888888888,16.9,-888888888,18.2,32119,32119,32119,32119,84478,58673,69.5,5759,6.8,31079,49.4,31781,50.6,Kennewick,Washington
"Kent city, Washington",53,35415,46036.0,7633.0,11057.0,51146.0,51146.0,52620.0,52620.0,76782.0,86.0,26367.0,29.5,102309,102309,46036,81373,105810,32045,93389,116924,36357,13991,61646,69929,-888888888,7.6,-888888888,10.9,47926,47926,47926,47926,134837,93849,69.6,8188,6.1,48488,49.0,50527,51.0,Kent,Washington
"Spokane city, Washington",53,67000,94748.0,21291.0,29723.0,91829.0,91829.0,93600.0,93600.0,148193.0,94.5,51278.0,32.7,182624,182624,94748,58714,77712,52141,74665,94655,33112,42607,39422,52463,-888888888,10.4,-888888888,15.0,99251,99251,99251,99251,229065,167402,73.1,14027,6.1,87803,49.4,89893,50.6,Spokane,Washington
"Spokane Valley city, Washington",53,67167,44047.0,6890.0,12305.0,42687.0,42687.0,44789.0,44789.0,69870.0,93.9,18390.0,24.7,85781,85781,44047,58904,70549,26127,72184,84709,29729,17920,35776,45173,-888888888,7.8,-888888888,10.7,47204,47204,47204,47204,105912,80495,76.0,5420,5.1,41047,48.8,43088,51.2,Spokane Valley,Washington
"Columbia city, South Carolina",45,16000,51455.0,12070.0,20217.0,57450.0,57450.0,58906.0,58906.0,67659.0,89.2,33849.0,44.6,114499,114499,51455,47524,76250,25144,65378,103806,31228,26311,34591,49030,-888888888,17.7,-888888888,26.0,59270,59270,59270,59270,137960,93520,67.8,18621,13.5,54546,49.2,56211,50.8,Columbia,South Carolina
"Parma city, Ohio",39,61000,33401.0,6863.0,9605.0,32463.0,32463.0,33797.0,33797.0,52473.0,91.6,12841.0,22.4,65475,65475,33401,57444,71893,21191,66488,79616,30463,12210,39605,53488,-888888888,9.7,-888888888,11.6,35322,35322,35322,35322,79984,60927,76.2,4022,5.0,31177,48.9,32558,51.1,Parma,Ohio
"Jackson city, Tennessee",47,37640,26505.0,4639.0,11641.0,23859.0,23859.0,30182.0,30182.0,38232.0,89.9,12324.0,29.0,53165,53165,26505,45651,64456,15221,60980,80568,26367,11284,30492,40361,-888888888,18.9,-888888888,21.9,29394,29394,29394,29394,68114,46079,67.6,6394,9.4,22148,43.3,29001,56.7,Jackson,Tennessee
"Salt Lake City city, Utah",49,67000,89839.0,26479.0,27046.0,87244.0,87244.0,84303.0,84303.0,128534.0,93.7,69825.0,50.9,169555,169555,89839,66658,96755,38994,91636,132144,44033,50845,49191,65985,-888888888,6.5,-888888888,13.0,99551,99551,99551,99551,200475,155771,77.7,12276,6.1,83944,50.9,80941,49.1,Salt Lake City,Utah
"Sandy city, Utah",49,67440,33587.0,4798.0,6229.0,37152.0,37152.0,37681.0,37681.0,60115.0,94.5,29381.0,46.2,73449,73449,33587,100153,122442,24395,112755,137241,43572,9192,51171,76321,-888888888,4.2,-888888888,5.5,34406,34406,34406,34406,95038,67081,70.6,6573,6.9,34651,49.6,35171,50.4,Sandy,Utah
"Bellevue city, Washington",53,5210,61440.0,11712.0,13034.0,63994.0,63994.0,60548.0,60548.0,105999.0,96.6,77580.0,70.7,122386,122386,61440,144274,190304,39220,179073,230243,78786,22220,112746,115167,-888888888,3.9,-888888888,7.4,65120,65120,65120,65120,149429,115100,77.0,8294,5.6,61284,51.5,57740,48.5,Bellevue,Washington
"Garland city, Texas",48,29000,77777.0,11286.0,23011.0,89258.0,89258.0,96489.0,96489.0,121277.0,80.0,34362.0,22.7,181476,181476,77777,61607,77178,62308,64151,80630,24936,15469,46952,54668,-888888888,12.6,-888888888,16.2,80577,80577,80577,80577,241870,164686,68.1,18176,7.5,82330,47.1,92549,52.9,Garland,Texas
"Kirkland city, Washington",53,35940,37746.0,6336.0,7953.0,36990.0,36990.0,38006.0,38006.0,64949.0,97.5,41497.0,62.3,74193,74193,37746,130397,201254,23549,156192,230314,82550,14197,98727,144856,-888888888,4.8,-888888888,7.2,39301,39301,39301,39301,92105,70227,76.2,4145,4.5,35860,49.1,37176,50.9,Kirkland,Washington
"Beaverton city, Oregon",41,5350,42858.0,8111.0,13354.0,39922.0,39922.0,43809.0,43809.0,68055.0,95.6,35430.0,49.8,81869,81869,42858,76520,101033,23729,102338,124878,44855,19129,56342,67590,-888888888,12.8,-888888888,13.6,44099,44099,44099,44099,98204,76546,77.9,5642,5.7,38050,47.8,41512,52.2,Beaverton,Oregon
"Bend city, Oregon",41,5800,44620.0,9222.0,9905.0,43147.0,43147.0,42600.0,42600.0,72053.0,95.2,38436.0,50.8,83761,83761,44620,82102,110978,28045,95239,131945,49894,16575,57383,71642,-888888888,4.8,-888888888,7.2,47882,47882,47882,47882,102079,80025,78.4,5002,4.9,40641,49.5,41473,50.5,Bend,Oregon
"Cranston city, Rhode Island",44,19180,33049.0,6247.0,9311.0,36219.0,36219.0,34371.0,34371.0,53853.0,87.9,21376.0,34.9,69330,69330,33049,80564,103989,20532,101477,123411,42203,12517,51058,66845,-888888888,5.7,-888888888,7.8,34482,34482,34482,34482,82568,65274,79.1,4425,5.4,34028,50.6,33244,49.4,Cranston,Rhode Island
"Wilmington city, North Carolina",37,74440,59341.0,12690.0,21356.0,49240.0,49240.0,57193.0,57193.0,77380.0,92.6,35484.0,42.5,105299,105299,59341,53186,93147,26873,80784,138973,46223,32468,38658,53555,-888888888,6.4,-888888888,17.1,63490,63490,63490,63490,117642,94502,80.3,8581,7.3,47576,46.2,55381,53.8,Wilmington,North Carolina
"Erie city, Pennsylvania",42,24000,38636.0,9468.0,13202.0,36791.0,36791.0,39341.0,39341.0,56271.0,90.6,14113.0,22.7,74897,74897,38636,43186,56650,20465,57661,66725,24129,18171,28225,44072,-888888888,18.1,-888888888,23.3,42194,42194,42194,42194,94013,68675,73.0,6230,6.6,35500,48.5,37668,51.5,Erie,Pennsylvania
"Johnson City city, Tennessee",47,38320,30806.0,6647.0,9653.0,27723.0,27723.0,32547.0,32547.0,43829.0,93.7,19414.0,41.5,59433,59433,30806,56248,82385,16245,75903,111546,36374,14561,37209,47429,-888888888,13.2,-888888888,21.2,33824,33824,33824,33824,70889,52015,73.4,6056,8.5,26615,46.1,31160,53.9,Johnson City,Tennessee
"Yonkers city, New York",36,84000,81397.0,16387.0,28662.0,81898.0,81898.0,90155.0,90155.0,123738.0,85.6,52936.0,36.6,168631,168631,81397,66395,97526,51640,91638,118002,37977,29757,42251,57481,-888888888,15.1,-888888888,17.1,83368,83368,83368,83368,209506,154543,73.8,13935,6.7,77513,47.6,85464,52.4,Yonkers,New York
"Toledo city, Ohio",39,77000,120895.0,32745.0,41496.0,105899.0,105899.0,112213.0,112213.0,162320.0,88.9,41957.0,23.0,214639,214639,120895,44150,56230,60424,59187,70846,25641,60471,30729,39139,-888888888,17.4,-888888888,23.8,133129,133129,133129,133129,268504,198279,73.8,15485,5.8,101777,48.5,108157,51.5,Toledo,Ohio
"South Jordan city, Utah",49,70850,25502.0,2207.0,4452.0,27437.0,27437.0,31243.0,31243.0,49348.0,97.7,23449.0,46.4,57772,57772,25502,104170,133229,20389,116965,147287,42511,5113,68899,61527,-888888888,3.1,-888888888,4.1,25771,25771,25771,25771,80142,52366,65.3,5435,6.8,26281,47.7,28765,52.3,South Jordan,Utah
