Geographic Area Name,Geographic,Area,Zip,City ,State,Total population ,TOTAL Brew Population Age Bracket population ,male_brew_age,Median Income,Number of white households,"Male householder, no spouse present","Female householder, no spouse present",Nonfamily households:,density (km2),density(mil2)
ZCTA5 01438,ZCTA5,1438,1438,East Templeton,MA,414,58,25,54813,124,0,61,49,434,168
ZCTA5 01450,ZCTA5,1450,1450,Groton,MA,11298,3875,2133,64157,3417,85,229,915,132.2,51
ZCTA5 01451,ZCTA5,1451,1451,Harvard,MA,5461,2006,1074,67348,1630,34,84,279,93,36
ZCTA5 01452,ZCTA5,1452,1452,Hubbardston,MA,4328,1521,802,45263,1485,95,94,361,40.8,16
ZCTA5 01453,ZCTA5,1453,1453,Leominster,MA,43752,16838,8711,40016,14992,735,1793,5909,636.9,246
ZCTA5 01460,ZCTA5,1460,1460,Littleton,MA,10141,3938,2035,62939,3248,161,347,625,235.3,91
ZCTA5 01462,ZCTA5,1462,1462,Lunenburg,MA,11818,4303,2091,47950,4186,68,359,1117,169.1,65
ZCTA5 01463,ZCTA5,1463,1463,Pepperell,MA,11621,4630,2471,50724,4115,170,387,1208,200.2,77
ZCTA5 01464,ZCTA5,1464,1464,Shirley,MA,7427,3091,2280,47780,2236,33,77,783,188.9,73
ZCTA5 01468,ZCTA5,1468,1468,Templeton,MA,4309,1850,1047,48214,1506,198,63,412,71.3,28
ZCTA5 01469,ZCTA5,1469,1469,Townsend,MA,7055,3057,1559,46015,2608,104,226,667,133.6,52
ZCTA5 01473,ZCTA5,1473,1441,Westminster,MA,8213,2817,1536,,3122,56,215,812,88.8,34
ZCTA5 01474,ZCTA5,1474,1474,West Townsend,MA,2072,494,268,38194,648,16,26,257,58,22
ZCTA5 01475,ZCTA5,1475,1475,Winchendon,MA,10304,3937,2000,38365,3470,162,360,878,92.9,36
ZCTA5 01501,ZCTA5,1501,1501,Auburn,MA,16731,6526,3264,49254,6157,214,873,2228,422.3,163
ZCTA5 01503,ZCTA5,1503,1503,Berlin,MA,3158,1087,527,48281,1227,44,96,346,99,38
ZCTA5 01504,ZCTA5,1504,1504,Blackstone,MA,9208,3789,1966,43419,3639,106,272,1504,319.3,123
ZCTA5 01505,ZCTA5,1505,1505,Boylston,MA,4849,1889,932,57028,1754,30,134,350,115.7,45
ZCTA5 01506,ZCTA5,1506,1506,Brookfield,MA,3439,1265,672,33661,1377,29,111,536,85.4,33
ZCTA5 01510,ZCTA5,1510,1510,Clinton,MA,15428,6695,3774,42459,5721,212,549,2609,1039.6,401
ZCTA5 01516,ZCTA5,1516,1516,Douglas,MA,8962,3592,1865,55582,3125,83,150,747,96.8,37
ZCTA5 01519,ZCTA5,1519,1519,Grafton,MA,7254,3101,1546,51794,2318,79,137,571,275.7,106
ZCTA5 01520,ZCTA5,1520,1520,Holden,MA,16394,6181,3055,58820,5511,202,456,1370,343.6,133
ZCTA5 01521,ZCTA5,1521,1521,Holland,MA,2603,893,474,42580,1059,39,123,433,81.5,31
ZCTA5 01522,ZCTA5,1522,1522,Jefferson,MA,3464,1187,675,53828,1133,39,46,399,71.6,28
ZCTA5 01523,ZCTA5,1523,1523,Lancaster,MA,8377,3486,2370,49321,2589,20,163,866,117.7,45
ZCTA5 01524,ZCTA5,1524,1524,Leicester,MA,6621,2309,1183,35160,2098,133,168,631,152.9,59
ZCTA5 01525,ZCTA5,1525,1525,Linwood,MA,73,31,44,,31,0,0,31,939.7,363
ZCTA5 01527,ZCTA5,1527,1527,Millbury,MA,13799,5608,2870,42737,4733,333,534,1343,342.7,132
ZCTA5 01529,ZCTA5,1529,1529,Millville,MA,3174,1252,644,39189,1193,12,112,415,251.4,97
ZCTA5 01531,ZCTA5,1531,1531,New Braintree,MA,996,380,220,50302,423,21,52,135,19.6,8
ZCTA5 01532,ZCTA5,1532,1532,Northborough,MA,15741,6727,3212,66455,4671,122,373,1016,326.1,126
ZCTA5 01534,ZCTA5,1534,1534,Northbridge,MA,6233,2545,1420,48544,2237,42,177,501,250.4,97
ZCTA5 01535,ZCTA5,1535,1535,North Brookfield,MA,4735,1845,982,41174,1834,55,196,609,86.4,33
ZCTA5 01536,ZCTA5,1536,1536,North Grafton,MA,7514,2823,1411,45913,2419,71,186,1064,322,124
ZCTA5 01537,ZCTA5,1537,1537,North Oxford,MA,2141,890,508,43538,750,0,81,383,100.6,39
ZCTA5 01540,ZCTA5,1540,1540,Oxford,MA,11032,4596,2317,43404,3781,79,466,1000,233,90
ZCTA5 01541,ZCTA5,1541,1541,Princeton,MA,3495,1176,602,59674,1241,56,93,259,38.2,15
ZCTA5 01542,ZCTA5,1542,1542,Rochdale,MA,2366,851,434,42309,860,27,70,242,244.4,94
ZCTA5 01543,ZCTA5,1543,1543,Rutland,MA,9049,3903,2409,48000,2892,89,89,710,98.8,38
ZCTA5 01545,ZCTA5,1545,1545,Shrewsbury,MA,38316,14972,7264,55736,10438,203,1260,3092,712.4,275
ZCTA5 01550,ZCTA5,1550,1550,Southbridge,MA,17740,6649,3303,28953,5874,449,962,2448,336.6,130
ZCTA5 01560,ZCTA5,1560,1560,South Grafton,MA,4896,2201,1202,47483,1501,17,111,609,517.4,200
ZCTA5 01561,ZCTA5,1561,1561,South Lancaster,MA,64,33,30,,17,0,0,0,707.1,273
ZCTA5 01564,ZCTA5,1564,1564,Sterling,MA,7985,2775,1404,51273,3141,33,407,822,101.1,39
ZCTA5 01568,ZCTA5,1568,1568,Upton,MA,7900,2880,1579,48989,2418,117,149,293,142.4,55
ZCTA5 01569,ZCTA5,1569,1538,North Uxbridge,MA,14193,5334,2806,,5111,249,594,1300,183.3,71
ZCTA5 01571,ZCTA5,1571,1571,Dudley,MA,11921,4068,2103,30318,3876,216,389,1404,220.4,85
ZCTA5 01590,ZCTA5,1590,1526,Manchaug,MA,9279,3638,1960,,3159,86,137,870,109.6,42
ZCTA5 01602,ZCTA5,1602,1602,Worcester,MA,25382,9617,4945,36704,8600,551,1048,3587,1769.3,683
ZCTA5 01605,ZCTA5,1605,1605,Worcester,MA,29218,12411,6320,29192,7671,567,1014,4032,2072.7,800
ZCTA5 01607,ZCTA5,1607,1607,Worcester,MA,9378,4049,2327,34207,2609,27,300,1400,1127.3,435
ZCTA5 01608,ZCTA5,1608,1601,Worcester,MA,4996,2220,1283,,1007,50,130,737,3834.5,1481
ZCTA5 01609,ZCTA5,1609,1609,Worcester,MA,23870,7181,3726,20764,6263,54,419,3634,2431,939
ZCTA5 01611,ZCTA5,1611,1611,Cherry Valley,MA,2277,820,479,38750,698,39,93,119,249.6,96
ZCTA5 01612,ZCTA5,1612,1612,Paxton,MA,5051,1701,933,47889,1466,52,161,352,126.6,49
ZCTA5 01718,ZCTA5,1718,1718,Acton,MA,688,381,194,78947,138,0,0,8,2148.3,829
ZCTA5 01719,ZCTA5,1719,1719,Boxborough,MA,5506,1963,1043,60208,1680,16,31,688,205.4,79
ZCTA5 01721,ZCTA5,1721,1721,Ashland,MA,18832,8023,4306,61269,6100,262,534,2326,583.5,225
ZCTA5 01730,ZCTA5,1730,1730,Bedford,MA,14566,5651,3065,64788,4487,206,309,1731,441.6,171
ZCTA5 01731,ZCTA5,1731,1731,Hanscom AFB,MA,1555,884,489,54674,380,4,13,10,316.7,122
ZCTA5 01741,ZCTA5,1741,1741,Carlisle,MA,5237,1644,899,83711,1586,61,53,378,131.8,51
ZCTA5 01745,ZCTA5,1745,1745,Fayville,MA,433,253,152,74118,190,0,13,78,532.7,206
ZCTA5 01746,ZCTA5,1746,1746,Holliston,MA,14996,5203,2836,62809,4943,153,414,1134,297.8,115
ZCTA5 01747,ZCTA5,1747,1747,Hopedale,MA,6017,2301,1215,42004,2044,163,143,547,448.5,173
ZCTA5 01752,ZCTA5,1752,1752,Marlborough,MA,41793,18323,9091,42460,12871,332,1070,5704,768.2,297
ZCTA5 01756,ZCTA5,1756,1756,Mendon,MA,6228,2327,1225,46455,1969,43,106,298,135,52
ZCTA5 01770,ZCTA5,1770,1770,Sherborn,MA,4401,1493,682,93355,1414,19,26,266,107.8,42
ZCTA5 01772,ZCTA5,1772,1772,Southborough,MA,10017,3931,2026,75187,2822,53,108,713,279.1,108
ZCTA5 01773,ZCTA5,1773,1773,Lincoln,MA,5651,1566,713,81523,1940,29,156,575,143.6,55
ZCTA5 01775,ZCTA5,1775,1775,Stow,MA,7190,2673,1418,63310,2246,12,247,398,158.8,61
ZCTA5 01776,ZCTA5,1776,1776,Sudbury,MA,18934,6706,3456,90000,5452,109,332,859,299.2,116
ZCTA5 01778,ZCTA5,1778,1778,Wayland,MA,14132,4683,2399,79461,4164,68,274,863,361.2,139
ZCTA5 01803,ZCTA5,1803,1803,Burlington,MA,26074,10028,5057,54419,8003,270,634,2423,898.7,347
ZCTA5 01821,ZCTA5,1821,1821,Billerica,MA,30909,13257,7040,53213,9782,586,776,2709,733,283
ZCTA5 01824,ZCTA5,1824,1824,Chelmsford,MA,26881,10510,5112,57571,8461,181,562,2275,568.1,219
ZCTA5 01826,ZCTA5,1826,1826,Dracut,MA,32689,12659,6854,44667,11202,464,1311,3440,600.3,232
ZCTA5 01827,ZCTA5,1827,1827,Dunstable,MA,3358,1255,644,62639,1113,87,35,161,79,31
ZCTA5 01830,ZCTA5,1830,1830,Haverhill,MA,27553,10896,5337,35441,8164,395,1162,3088,762.9,295
ZCTA5 01833,ZCTA5,1833,1833,Georgetown,MA,8410,2960,1537,56623,3065,88,226,867,252.4,97
ZCTA5 01834,ZCTA5,1834,1834,Groveland,MA,6752,2521,1337,57755,2477,114,209,686,293,113
ZCTA5 01835,ZCTA5,1835,1835,Haverhill,MA,14578,5937,3120,42892,4676,310,648,1486,700.1,270
ZCTA5 01840,ZCTA5,1840,1840,Lawrence,MA,7121,2544,1366,19565,1062,52,127,722,5153.7,1990
ZCTA5 01841,ZCTA5,1841,1841,Lawrence,MA,53654,21906,11162,24868,6663,617,1869,1982,6746.6,2605
ZCTA5 01843,ZCTA5,1843,1843,Lawrence,MA,28346,11849,6533,30395,4949,509,997,1833,3181.4,1228
ZCTA5 01844,ZCTA5,1844,1844,Methuen,MA,52970,20884,10332,37479,13355,808,1657,4056,917.3,354
ZCTA5 01845,ZCTA5,1845,1845,North Andover,MA,31855,10999,5552,46235,9558,268,1046,3023,459,177
ZCTA5 01850,ZCTA5,1850,1850,Lowell,MA,16670,6902,3819,32825,3989,297,903,1421,4663.7,1801
ZCTA5 01860,ZCTA5,1860,1860,Merrimac,MA,6723,2260,1249,42282,2449,66,280,764,304.3,117
ZCTA5 01862,ZCTA5,1862,1862,North Billerica,MA,11430,4647,2748,48047,3423,349,298,1187,454.5,175
ZCTA5 01863,ZCTA5,1863,1863,North Chelmsford,MA,9536,3779,2012,50777,3296,74,445,1007,840.4,324
ZCTA5 01864,ZCTA5,1864,1864,North Reading,MA,15554,6495,3475,57149,5538,108,452,1475,456.3,176
ZCTA5 01867,ZCTA5,1867,1867,Reading,MA,25522,9698,4934,65405,8655,206,584,2323,988.5,382
ZCTA5 01876,ZCTA5,1876,1876,Tewksbury,MA,31105,12033,6228,53028,11009,390,951,3335,573.3,221
ZCTA5 01879,ZCTA5,1879,1879,Tyngsboro,MA,12368,5017,2602,49323,3663,96,294,858,286.9,111
ZCTA5 01880,ZCTA5,1880,1880,Wakefield,MA,27071,11069,5642,57072,10135,380,923,3246,1420.9,549
ZCTA5 01886,ZCTA5,1886,1886,Westford,MA,24618,9124,4539,65543,6520,225,593,1273,313.2,121
ZCTA5 01887,ZCTA5,1887,1887,Wilmington,MA,23349,8710,4244,57725,7099,241,705,1394,530.3,205
ZCTA5 01890,ZCTA5,1890,1890,Winchester,MA,22970,8740,4328,79086,6530,97,395,1966,1464.3,565
ZCTA5 01901,ZCTA5,1901,1901,Lynn,MA,2794,1175,667,20565,531,17,42,433,3261,1259
ZCTA5 01902,ZCTA5,1902,1902,Lynn,MA,50725,21415,11264,28016,9275,560,1118,4587,8310.6,3209
ZCTA5 01904,ZCTA5,1904,1904,Lynn,MA,19944,7682,4043,42714,5599,154,589,1502,1810.7,699
ZCTA5 01906,ZCTA5,1906,1906,Saugus,MA,28619,11441,5828,40232,9217,587,847,2871,951.1,367
ZCTA5 01907,ZCTA5,1907,1907,Swampscott,MA,15148,6098,2989,53195,5708,99,544,1754,1939.2,749
ZCTA5 01908,ZCTA5,1908,1908,Nahant,MA,3334,985,462,58728,1587,63,104,760,1203.7,465
ZCTA5 01921,ZCTA5,1921,1885,West Boxford,MA,8263,2887,1649,,2836,24,58,372,135.2,52
ZCTA5 01922,ZCTA5,1922,1922,Byfield,MA,3134,1409,802,67083,1155,8,246,280,167.3,65
ZCTA5 01923,ZCTA5,1923,1923,Danvers,MA,27987,10132,4798,47614,10361,207,1290,3411,812.5,314
ZCTA5 01929,ZCTA5,1929,1929,Essex,MA,3618,1365,664,50881,1335,62,108,380,101.1,39
ZCTA5 01937,ZCTA5,1937,1937,Hathorne,MA,100,128,133,,0,0,0,0,935.5,361
ZCTA5 01940,ZCTA5,1940,1940,Lynnfield,MA,13326,4720,2517,65550,4353,69,352,1009,499,193
ZCTA5 01944,ZCTA5,1944,1944,Manchester,MA,5395,1786,1023,81167,1976,18,88,549,225.1,87
ZCTA5 01949,ZCTA5,1949,1949,Middleton,MA,9779,3940,2709,50692,3030,17,71,786,279.3,108
ZCTA5 01951,ZCTA5,1951,1951,Newbury,MA,3582,816,422,56910,1282,55,98,279,76,29
ZCTA5 01952,ZCTA5,1952,1952,Salisbury,MA,9236,3348,1776,41370,3578,117,381,1483,229.9,89
ZCTA5 01960,ZCTA5,1960,1960,Peabody,MA,54155,19335,9537,42503,20165,903,2028,7668,1303.1,503
ZCTA5 01965,ZCTA5,1965,,,,,,,,354,18,0,0,396.5,153
ZCTA5 01966,ZCTA5,1966,1966,Rockport,MA,6992,1829,841,43972,3237,57,345,1269,387.6,150
ZCTA5 01969,ZCTA5,1969,1969,Rowley,MA,6161,1918,1155,39695,2262,125,280,458,130.1,50
ZCTA5 01982,ZCTA5,1982,1936,Hamilton,MA,7618,2540,1269,,2460,40,141,462,207.7,80
ZCTA5 01983,ZCTA5,1983,1983,Topsfield,MA,6569,2110,1193,45298,2066,121,101,400,211.9,82
ZCTA5 01984,ZCTA5,1984,1984,Wenham,MA,4979,1243,730,20840,1270,55,101,312,252.4,97
ZCTA5 01985,ZCTA5,1985,1985,West Newbury,MA,4500,1539,834,62945,1483,0,118,254,129.2,50
ZCTA5 02019,ZCTA5,2019,2019,Bellingham,MA,16945,6544,3430,49532,5815,449,480,1768,356.4,138
ZCTA5 02025,ZCTA5,2025,2025,Cohasset,MA,8381,2709,1397,73118,3000,147,99,887,327.7,127
ZCTA5 02026,ZCTA5,2026,2026,Dedham,MA,25364,10046,5099,55152,8770,328,740,3247,951.4,367
ZCTA5 02030,ZCTA5,2030,2030,Dover,MA,5923,1716,804,106522,1639,11,131,227,150.7,58
ZCTA5 02032,ZCTA5,2032,2032,East Walpole,MA,4853,1913,1161,74872,1296,46,51,289,805.5,311
ZCTA5 02038,ZCTA5,2038,2038,Franklin,MA,33261,13111,6780,53767,11007,200,1084,3064,479.1,185
ZCTA5 02043,ZCTA5,2043,2018,Accord,MA,24272,7796,3952,,8961,159,474,2644,418.9,162
ZCTA5 02047,ZCTA5,2047,2047,Humarock,MA,371,101,119,,89,0,22,32,125.2,48
ZCTA5 02048,ZCTA5,2048,2048,Mansfield,MA,23860,9552,5031,54767,7748,311,890,2088,456.5,176
ZCTA5 02050,ZCTA5,2050,2020,Brant Rock,MA,25956,9456,4757,,10006,497,968,2863,346.9,134
ZCTA5 02053,ZCTA5,2053,2053,Medway,MA,13115,5478,2699,67036,4485,173,332,1151,455.5,176
ZCTA5 02054,ZCTA5,2054,2054,Millis,MA,8460,2789,1516,56390,2906,160,232,598,272.1,105
ZCTA5 02056,ZCTA5,2056,2056,Norfolk,MA,11662,5164,3723,59766,2816,70,203,420,298.8,115
ZCTA5 02061,ZCTA5,2061,2061,Norwell,MA,11351,4360,2183,68750,3410,42,269,588,207.7,80
ZCTA5 02066,ZCTA5,2066,2040,Greenbush,MA,18561,6064,3413,,6831,149,537,2078,439.6,170
ZCTA5 02067,ZCTA5,2067,2067,Sharon,MA,18553,6746,3326,66972,4773,90,338,904,314.5,121
ZCTA5 02071,ZCTA5,2071,2071,South Walpole,MA,968,538,423,90085,328,0,24,24,500.9,193
ZCTA5 02072,ZCTA5,2072,2072,Stoughton,MA,29281,11043,5248,42184,7969,408,890,2728,696.7,269
ZCTA5 02081,ZCTA5,2081,2081,Walpole,MA,20584,7859,4063,55775,6675,104,726,1846,441.9,171
ZCTA5 02090,ZCTA5,2090,2090,Westwood,MA,16266,5259,2726,65384,4628,113,274,987,569.6,220
ZCTA5 02093,ZCTA5,2093,2070,Sheldonville,MA,12178,4585,2501,,4279,130,384,1153,214.8,83
ZCTA5 02108,ZCTA5,2108,2108,Boston,MA,4228,1415,756,68567,1599,0,11,1177,5956.4,2300
ZCTA5 02109,ZCTA5,2109,2109,Boston,MA,3921,2170,1194,80903,1771,23,15,1209,8258.2,3189
ZCTA5 02110,ZCTA5,2110,2110,Boston,MA,2921,923,486,62418,1125,13,41,514,4979.4,1923
ZCTA5 02113,ZCTA5,2113,2113,Boston,MA,7126,4203,2148,66013,3543,36,50,2936,26683.6,10303
ZCTA5 02115,ZCTA5,2115,2115,Boston,MA,31604,7639,3933,11508,5717,40,250,4745,15515.2,5990
ZCTA5 02116,ZCTA5,2116,2116,Boston,MA,23408,10547,5350,73368,8255,83,244,5249,13429.2,5185
ZCTA5 02118,ZCTA5,2118,2118,Boston,MA,29073,14539,7758,48150,7229,171,244,4890,9839.3,3799
ZCTA5 02119,ZCTA5,2119,2119,Roxbury,MA,29175,12008,5727,23205,1850,149,199,1132,6766.7,2613
ZCTA5 02120,ZCTA5,2120,2120,Roxbury Crossing,MA,17578,4534,2179,17059,1931,31,159,1445,9407.1,3632
ZCTA5 02121,ZCTA5,2121,2121,Dorchester,MA,28766,12121,5752,26137,1153,62,389,441,6119.8,2363
ZCTA5 02124,ZCTA5,2124,2124,Dorchester Center,MA,50972,24053,11004,31275,5460,249,530,2888,7294.5,2816
ZCTA5 02126,ZCTA5,2126,2126,Mattapan,MA,22734,11448,5549,32691,682,115,51,251,5400.3,2085
ZCTA5 02127,ZCTA5,2127,2127,South Boston,MA,37939,22219,10914,71864,13620,224,891,8758,6617.3,2555
ZCTA5 02128,ZCTA5,2128,2128,East Boston,MA,43066,25050,13759,35289,10367,750,980,5599,3496.3,1350
ZCTA5 02129,ZCTA5,2129,2129,Charlestown,MA,19120,10779,5409,80338,7148,131,534,3666,5821.8,2248
ZCTA5 02132,ZCTA5,2132,2132,West Roxbury,MA,27111,11350,5666,56832,8841,309,744,3411,2098.6,810
ZCTA5 02133,ZCTA5,2133,,,,,,,,0,0,0,0,0,0
ZCTA5 02134,ZCTA5,2134,2134,Allston,MA,21707,10828,5967,40145,4911,100,239,3776,5767.2,2227
ZCTA5 02135,ZCTA5,2135,2135,Brighton,MA,47232,25652,13094,45586,13570,170,470,9762,6686.8,2582
ZCTA5 02136,ZCTA5,2136,2136,Hyde Park,MA,35102,17488,8988,34532,5040,188,947,1760,3438.1,1327
ZCTA5 02138,ZCTA5,2138,2138,Cambridge,MA,37982,16138,8302,45158,10403,138,264,5878,5551.3,2143
ZCTA5 02140,ZCTA5,2140,2140,Cambridge,MA,21447,10653,5359,69101,5919,168,194,3619,6686.3,2582
ZCTA5 02141,ZCTA5,2141,2141,Cambridge,MA,15130,7958,4461,56493,4448,130,246,2907,8849.5,3417
ZCTA5 02142,ZCTA5,2142,2142,Cambridge,MA,4499,2488,1370,64186,1235,10,108,755,5134.8,1983
ZCTA5 02144,ZCTA5,2144,2144,Somerville,MA,25497,14641,7686,59907,9453,164,352,6223,8970.1,3463
ZCTA5 02151,ZCTA5,2151,2151,Revere,MA,62252,28968,15993,32502,15826,961,2205,6588,4110.3,1587
ZCTA5 02152,ZCTA5,2152,2152,Winthrop,MA,19316,7850,4076,49811,7116,447,634,3233,4447.1,1717
ZCTA5 02155,ZCTA5,2155,2153,Medford,MA,61483,27887,14398,,18821,826,1526,8852,2969.9,1147
ZCTA5 02163,ZCTA5,2163,2163,Boston,MA,1391,1075,700,12775,173,0,0,150,4625.7,1786
ZCTA5 02169,ZCTA5,2169,2169,Quincy,MA,62140,29405,15050,45629,18905,616,1613,10240,1929.9,745
ZCTA5 02170,ZCTA5,2170,2170,Quincy,MA,19950,9845,5303,43548,5036,203,234,2689,3727.8,1439
ZCTA5 02171,ZCTA5,2171,2171,Quincy,MA,19539,8854,4976,47481,5733,223,342,3240,3136.3,1211
ZCTA5 02176,ZCTA5,2176,2176,Melrose,MA,29817,12711,6845,63411,10208,531,377,3395,2423.9,936
ZCTA5 02180,ZCTA5,2180,2180,Stoneham,MA,23244,9224,5030,57870,8670,220,668,3506,1490.5,575
ZCTA5 02186,ZCTA5,2186,2186,Milton,MA,28637,9881,5127,52554,6728,154,599,1393,801,309
ZCTA5 02188,ZCTA5,2188,2188,Weymouth,MA,15133,6739,3564,47955,5877,231,516,2493,1616.6,624
ZCTA5 02190,ZCTA5,2190,2190,South Weymouth,MA,18910,7101,3906,53820,6657,446,575,2444,989.4,382
ZCTA5 02191,ZCTA5,2191,2191,North Weymouth,MA,8271,2844,1585,44362,3186,229,210,1303,1691.5,653
ZCTA5 02199,ZCTA5,2199,2199,Boston,MA,1574,759,387,106182,560,0,29,369,8306.3,3207
ZCTA5 02203,ZCTA5,2203,2201,Boston,MA,0,0,13,,0,0,0,0,0,0
ZCTA5 02205,ZCTA5,2205,,,,,,,,0,0,0,0,0,0
ZCTA5 02301,ZCTA5,2301,2301,Brockton,MA,69418,26357,13039,30564,9116,615,1475,4097,2127.1,821
ZCTA5 02302,ZCTA5,2302,2302,Brockton,MA,36202,14071,7178,36531,5380,372,903,1869,1549.6,598
ZCTA5 02322,ZCTA5,2322,2322,Avon,MA,4777,1726,761,44505,1298,81,110,481,426.5,165
ZCTA5 02325,ZCTA5,2325,,,,,,,,18,0,0,14,3904.5,1508
ZCTA5 02330,ZCTA5,2330,2330,Carver,MA,11645,4041,1912,34092,4439,213,466,1560,120.5,47
ZCTA5 02332,ZCTA5,2332,2331,Duxbury,MA,16090,5170,2679,,5960,44,490,1521,260.7,101
ZCTA5 02333,ZCTA5,2333,2333,East Bridgewater,MA,14382,5824,2764,40906,4635,261,598,997,323.4,125
ZCTA5 02338,ZCTA5,2338,2338,Halifax,MA,7749,2910,1708,44629,2798,114,178,895,187,72
ZCTA5 02341,ZCTA5,2341,2341,Hanson,MA,10367,3982,2172,50153,3584,184,189,1101,269.9,104
ZCTA5 02343,ZCTA5,2343,2343,Holbrook,MA,11364,4693,2660,45283,3682,206,377,1349,622.8,240
ZCTA5 02346,ZCTA5,2346,2344,Middleboro,MA,24245,8798,5028,,9230,472,1175,3262,135.4,52
ZCTA5 02347,ZCTA5,2347,2347,Lakeville,MA,11523,4080,2122,49607,3931,179,334,905,150.2,58
ZCTA5 02350,ZCTA5,2350,,,,,,,,54,0,0,8,616.9,238
ZCTA5 02356,ZCTA5,2356,2334,Easton,MA,12767,4465,2334,,4018,180,324,1152,338.9,131
ZCTA5 02357,ZCTA5,2357,2357,North Easton,MA,1906,7,13,4561,0,0,0,0,1573.3,607
ZCTA5 02359,ZCTA5,2359,2327,Bryantville,MA,18361,6849,3373,,6713,172,507,1987,324.8,125
ZCTA5 02360,ZCTA5,2360,2345,Manomet,MA,61134,22142,11444,,23854,706,2032,7592,243.5,94
ZCTA5 02364,ZCTA5,2364,2364,Kingston,MA,13708,5478,2990,50624,5192,236,341,1628,282,109
ZCTA5 02366,ZCTA5,2366,2366,South Carver,MA,83,126,148,2500,0,0,0,0,1672.9,646
ZCTA5 02367,ZCTA5,2367,2367,Plympton,MA,2930,1108,589,49057,961,33,61,142,77.2,30
ZCTA5 02368,ZCTA5,2368,2368,Randolph,MA,35025,13613,7354,37507,4692,228,664,1811,1436.8,555
ZCTA5 02370,ZCTA5,2370,2370,Rockland,MA,17803,7185,4014,41806,6010,264,792,1923,684.3,264
ZCTA5 02375,ZCTA5,2375,2375,South Easton,MA,10373,4628,2275,52945,3972,116,418,1389,320.4,124
ZCTA5 02379,ZCTA5,2379,2379,West Bridgewater,MA,7697,3327,1781,49851,2596,114,152,665,192.1,74
ZCTA5 02420,ZCTA5,2420,2420,Lexington,MA,15502,5209,2700,93929,3666,171,116,855,847.7,327
ZCTA5 02421,ZCTA5,2421,2421,Lexington,MA,18950,6741,3426,89721,4657,95,136,1338,757.9,293
ZCTA5 02445,ZCTA5,2445,2445,Brookline,MA,22499,9365,4511,67216,6797,54,386,3650,3177,1227
ZCTA5 02446,ZCTA5,2446,2446,Brookline,MA,31957,14020,6643,60100,10279,66,350,5655,9549.4,3687
ZCTA5 02451,ZCTA5,2451,2451,Waltham,MA,17953,7681,4069,50723,5719,157,489,2410,1303.8,503
ZCTA5 02452,ZCTA5,2452,2452,Waltham,MA,15340,4674,2355,33146,3649,165,207,1728,1639.6,633
ZCTA5 02457,ZCTA5,2457,2457,Babson Park,MA,1560,18,31,4069,0,0,0,0,3523.3,1360
ZCTA5 02459,ZCTA5,2459,2459,Newton Center,MA,19017,6032,2993,63281,5184,79,237,1131,1463.6,565
ZCTA5 02460,ZCTA5,2460,2460,Newtonville,MA,9204,3467,1889,64491,3053,55,357,928,2760.8,1066
ZCTA5 02461,ZCTA5,2461,2461,Newton Highlands,MA,7430,2531,1409,79743,1901,96,176,360,1735.1,670
ZCTA5 02462,ZCTA5,2462,2462,Newton Lower Falls,MA,1569,483,235,40929,428,0,19,198,763.5,295
ZCTA5 02464,ZCTA5,2464,2464,Newton Upper Falls,MA,3193,1544,860,59360,959,23,67,319,2521.1,973
ZCTA5 02465,ZCTA5,2465,2465,West Newton,MA,12415,4827,2440,75981,3388,95,222,1019,2077.4,802
ZCTA5 02466,ZCTA5,2466,2466,Auburndale,MA,8434,3123,1641,40643,2458,101,146,957,2215.6,855
ZCTA5 02467,ZCTA5,2467,2467,Chestnut Hill,MA,22626,6195,3104,38388,5234,43,125,2118,1836.1,709
ZCTA5 02468,ZCTA5,2468,2468,Waban,MA,5713,1610,792,142159,1564,25,84,119,1333.5,515
ZCTA5 02472,ZCTA5,2472,2456,New Town,MA,35392,16972,8292,,13016,388,1129,6197,3375,1303
ZCTA5 02474,ZCTA5,2474,2474,Arlington,MA,28551,13687,6507,63332,9233,225,681,3490,3538.3,1366
ZCTA5 02476,ZCTA5,2476,2475,Arlington Heights,MA,17757,6829,3315,,6151,155,379,2607,3337.3,1289
ZCTA5 02478,ZCTA5,2478,2478,Belmont,MA,27286,10877,5413,72127,8240,232,602,2377,2245.4,867
ZCTA5 02481,ZCTA5,2481,2481,Wellesley Hills,MA,17280,4751,2263,56092,4021,108,254,667,1077.7,416
ZCTA5 02482,ZCTA5,2482,2482,Wellesley,MA,10710,3299,1520,74961,3314,96,161,1014,1091.6,421
ZCTA5 02492,ZCTA5,2492,2492,Needham,MA,21359,6486,3164,65929,6303,51,559,1114,850,328
ZCTA5 02493,ZCTA5,2493,2493,Weston,MA,11851,3661,1830,56050,3057,128,131,656,271,105
ZCTA5 02494,ZCTA5,2494,2494,Needham Heights,MA,10732,3980,2102,79473,3454,0,169,946,1500.2,579
ZCTA5 02532,ZCTA5,2532,2532,Buzzards Bay,MA,13411,3267,1447,39393,5202,119,467,2214,356.1,137
ZCTA5 02534,ZCTA5,2534,2534,Cataumet,MA,899,310,136,43628,379,0,30,78,158.9,61
ZCTA5 02535,ZCTA5,2535,2535,Chilmark,MA,1651,786,488,35474,676,30,61,177,34.1,13
