NAME,state,place,population_total,population_male,population_female,population_median_age,population_median_age_male,population_median_age_female,population_total_2,population_18_to_24,population_25_to_34,population_35_to_44,population_45_to_54,population_55_to_64,income_household,income_household_median,income_family_median,income_nonfamily_median,earnings_median,employment_total,employment_male,employment_female,occupancy_status_total,occupancy_status_occupied,occupancy_status_vacant,City,State
"Fairhope city, Alabama",1,25240,29332,14325,15007,43.8,43.2,44.8,29332.0,1276.0,2014.0,5217.0,3634.0,5379.0,10761.0,78375.0,87331.0,33516.0,40701,23004.0,9476,9108,11409,10761,648,Fairhope,Alabama
"Florence city, Alabama",1,26896,39922,18263,21659,37.2,32.8,41.2,39922.0,4905.0,6860.0,3981.0,4325.0,5226.0,17130.0,44708.0,59606.0,19675.0,30626,32831.0,11672,13899,19832,17130,2702,Florence,Alabama
"Gadsden city, Alabama",1,28696,33764,16043,17721,37.8,38.3,36.8,33764.0,4071.0,3675.0,4472.0,4208.0,4403.0,12468.0,31660.0,39845.0,63668.0,23461,26830.0,10679,10804,16239,12468,3771,Gadsden,Alabama
"Helena city, Alabama",1,34024,20230,9354,10876,38.3,34.8,41.1,20230.0,1342.0,2693.0,2663.0,3954.0,2058.0,7522.0,99968.0,104901.0,57946.0,51581,15718.0,6834,6677,7813,7522,291,Helena,Alabama
"Homewood city, Alabama",1,35800,26057,11162,14895,30.1,32.8,27.3,26057.0,5767.0,3520.0,2038.0,3542.0,2709.0,9822.0,78125.0,126723.0,41621.0,42266,21482.0,8193,10209,10163,9822,341,Homewood,Alabama
"Hoover city, Alabama",1,35896,92588,46671,45917,38.9,38.2,40.7,92588.0,4895.0,13391.0,14452.0,11598.0,11436.0,36721.0,99276.0,127397.0,43350.0,52283,73403.0,29473,29111,38821,36721,2100,Hoover,Alabama
"Huntsville city, Alabama",1,37000,215482,106904,108578,38.0,37.1,39.0,215482.0,23658.0,33498.0,30325.0,21628.0,28330.0,96551.0,70757.0,91448.0,57662.0,41750,177146.0,71807,69060,104141,96551,7590,Huntsville,Alabama
"Madison city, Alabama",1,45784,57735,28717,29018,34.5,33.0,36.0,57735.0,2546.0,9003.0,8340.0,6739.0,7551.0,20917.0,101458.0,133023.0,28799.0,60340,42800.0,17336,19352,21229,20917,312,Madison,Alabama
"Mobile city, Alabama",1,50000,184960,88077,96883,37.8,36.3,39.3,184960.0,17514.0,27941.0,20723.0,20921.0,23990.0,77991.0,43786.0,59065.0,34767.0,31638,147671.0,54288,61146,88507,77991,10516,Mobile,Alabama
"Montgomery city, Alabama",1,51000,198659,92976,105683,36.1,33.5,38.0,198659.0,19751.0,28255.0,25812.0,21754.0,23132.0,81529.0,46957.0,56545.0,31189.0,31087,155597.0,58199,65903,93055,81529,11526,Montgomery,Alabama
"Northport city, Alabama",1,55200,31015,15175,15840,36.2,31.9,37.5,31015.0,2596.0,3773.0,4160.0,3383.0,4388.0,11719.0,66609.0,93290.0,30478.0,37045,23492.0,8325,11056,12623,11719,904,Northport,Alabama
"Opelika city, Alabama",1,57048,31534,15946,15588,40.1,35.3,46.6,31534.0,4829.0,3654.0,3834.0,3873.0,4268.0,13244.0,60972.0,75549.0,26217.0,34871,27336.0,11280,9888,14375,13244,1131,Opelika,Alabama
"Oxford city, Alabama",1,57576,24780,11367,13413,42.2,41.0,42.2,24780.0,1587.0,3947.0,2765.0,4053.0,2479.0,9139.0,56973.0,74840.0,49784.0,34167,20282.0,7263,7990,9829,9139,690,Oxford,Alabama
"Pelham city, Alabama",1,58848,24690,12069,12621,38.0,36.0,39.7,24690.0,1395.0,3736.0,3477.0,2992.0,2608.0,8616.0,76267.0,102470.0,14421.0,45390,18966.0,7167,7794,8702,8616,86,Pelham,Alabama
"Phenix City city, Alabama",1,59472,36884,18327,18557,39.0,33.8,41.9,36884.0,5283.0,3238.0,5096.0,4640.0,4933.0,14837.0,34309.0,57755.0,35066.0,35714,28930.0,12423,11548,18116,14837,3279,Phenix City,Alabama
"Prattville city, Alabama",1,62328,42349,20332,22017,41.5,40.0,45.0,42349.0,4993.0,3212.0,5823.0,6559.0,5567.0,16903.0,62781.0,84664.0,25021.0,32862,34370.0,12472,14679,17936,16903,1033,Prattville,Alabama
"Prichard city, Alabama",1,62496,20394,8340,12054,36.4,38.4,35.0,20394.0,2491.0,2761.0,2427.0,2020.0,2434.0,7601.0,36058.0,41539.0,47596.0,27362,16450.0,5560,7294,9856,7601,2255,Prichard,Alabama
"Trussville city, Alabama",1,76944,27985,13884,14101,38.5,38.2,38.5,27985.0,2082.0,1511.0,5724.0,4733.0,2621.0,8343.0,115250.0,120570.0,31220.0,65114,21543.0,9808,8557,8770,8343,427,Trussville,Alabama
"Tuscaloosa city, Alabama",1,77256,100606,47802,52804,29.4,29.4,29.5,100606.0,25005.0,16299.0,9563.0,9260.0,9889.0,39266.0,41770.0,64250.0,62944.0,29407,83826.0,35429,36446,50913,39266,11647,Tuscaloosa,Alabama
"Vestavia Hills city, Alabama",1,78552,38769,19142,19627,37.2,35.9,39.3,38769.0,1330.0,5364.0,6530.0,4827.0,3546.0,15672.0,121465.0,156721.0,50173.0,65744,28199.0,10850,11744,16609,15672,937,Vestavia Hills,Alabama
"Anchorage municipality, Alaska",2,3000,288121,147647,140474,35.2,33.9,36.0,288121.0,27344.0,47051.0,42922.0,32763.0,32652.0,109584.0,86654.0,109002.0,48842.0,43506,225620.0,97726,91283,119808,109584,10224,Anchorage municip,Alaska
"Fairbanks city, Alaska",2,24230,32704,18040,14664,30.6,28.6,31.4,32704.0,5917.0,7339.0,3329.0,3278.0,1965.0,12688.0,59109.0,67849.0,57348.0,35160,27136.0,12867,9497,14521,12688,1833,Fairbanks,Alaska
"Juneau city and borough, Alaska",2,36400,31973,15153,16820,39.4,39.6,38.9,31973.0,2812.0,5492.0,4260.0,3533.0,4804.0,12895.0,80114.0,102761.0,40541.0,39418,26043.0,10048,11519,14180,12895,1285,Juneau city and bo,Alaska
"Knik-Fairview CDP, Alaska",2,40645,20246,9811,10435,31.9,32.8,31.4,20246.0,1237.0,3389.0,2358.0,2619.0,2285.0,6976.0,75064.0,80429.0,55380.0,41061,14652.0,6313,6319,7923,6976,947,Knik-Fairvie,Alaska
"Anthem CDP, Arizona",4,2430,26401,12228,14173,41.5,40.9,41.7,26401.0,2256.0,1641.0,3156.0,4103.0,2426.0,8963.0,118913.0,123677.0,25718.0,69921,19674.0,6507,7952,10049,8963,1086,Anthe,Arizona
"Apache Junction city, Arizona",4,2830,39958,19855,20103,49.3,43.2,53.4,39958.0,3319.0,4909.0,3953.0,4640.0,5779.0,17248.0,49315.0,61285.0,46120.0,30225,34702.0,12279,11214,20918,17248,3670,Apache Junction,Arizona
"Avondale city, Arizona",4,4720,90562,42419,48143,30.2,28.2,32.2,90562.0,10447.0,12730.0,12357.0,10945.0,8660.0,26611.0,71423.0,78138.0,58195.0,37790,65382.0,26903,31415,27650,26611,1039,Avondale,Arizona
"Buckeye city, Arizona",4,7940,101314,51385,49929,35.1,35.5,34.7,101314.0,5402.0,16187.0,12058.0,14658.0,9215.0,30913.0,75417.0,81887.0,20517.0,41237,74633.0,32177,27625,32639,30913,1726,Buckeye,Arizona
"Bullhead City city, Arizona",4,8220,42245,22116,20129,54.2,53.0,57.4,42245.0,3207.0,3618.0,2396.0,7095.0,7477.0,21476.0,36861.0,55534.0,46809.0,26180,37080.0,13144,10886,24448,21476,2972,Bullhead City,Arizona
"Casa Grande city, Arizona",4,10530,57699,29347,28352,37.4,36.1,38.1,57699.0,5208.0,9154.0,5362.0,7249.0,7753.0,21122.0,61034.0,61342.0,55323.0,35644,46299.0,17743,18403,24243,21122,3121,Casa Grande,Arizona
"Casas Adobes CDP, Arizona",4,10670,73450,35466,37984,41.4,38.6,44.9,73450.0,9554.0,9037.0,8923.0,7835.0,9876.0,31869.0,71547.0,80040.0,53297.0,37939,62665.0,23548,23021,33648,31869,1779,Casas Adobe,Arizona
"Catalina Foothills CDP, Arizona",4,11230,53319,25395,27924,52.0,52.1,52.0,53319.0,2755.0,3214.0,6993.0,6152.0,9142.0,25069.0,98958.0,137176.0,63967.0,55887,44810.0,14175,15292,27893,25069,2824,Catalina Foothill,Arizona
"Chandler city, Arizona",4,12000,279445,142965,136480,36.6,34.9,38.4,279445.0,23724.0,44573.0,40880.0,40263.0,31666.0,107668.0,94613.0,106264.0,28325.0,50424,223189.0,96282,93188,112136,107668,4468,Chandler,Arizona
"Drexel Heights CDP, Arizona",4,20540,27434,14277,13157,40.1,40.3,39.5,27434.0,2307.0,2765.0,3930.0,3245.0,3481.0,9543.0,64563.0,73429.0,55843.0,39122,21634.0,8280,8073,10051,9543,508,Drexel Height,Arizona
"El Mirage city, Arizona",4,22220,36019,18347,17672,31.5,29.0,33.8,36019.0,5114.0,4762.0,5643.0,3243.0,3748.0,11091.0,70753.0,69426.0,35250.0,34101,27373.0,11153,12319,11519,11091,428,El Mirage,Arizona
"Flagstaff city, Arizona",4,23620,76984,37720,39264,26.7,28.6,24.6,76984.0,23375.0,12060.0,8164.0,7645.0,7255.0,29435.0,61386.0,94896.0,83696.0,27453,64986.0,29540,29962,32601,29435,3166,Flagstaff,Arizona
"Florence town, Arizona",4,23760,26200,18225,7975,41.6,40.2,56.2,26200.0,1811.0,4765.0,5382.0,2538.0,3242.0,14112.0,84582.0,84704.0,44228.0,25619,23713.0,13426,4528,8812,6707,2105,Florence,Arizona
"Fortuna Foothills CDP, Arizona",4,25030,30667,15744,14923,56.1,49.6,58.3,30667.0,1674.0,3864.0,1751.0,3187.0,4166.0,11744.0,63147.0,72538.0,60935.0,36624,26630.0,8165,7039,21904,14112,7792,Fortuna Foothill,Arizona
"Fountain Hills town, Arizona",4,25300,24635,11465,13170,60.3,60.7,59.8,24635.0,973.0,1829.0,1420.0,2506.0,7584.0,93472.0,98833.0,107488.0,65669.0,57729,23189.0,6532,8195,12924,11744,1180,Fountain Hills,Arizona
"Gilbert town, Arizona",4,27400,273138,138703,134435,35.3,34.4,35.9,273138.0,21879.0,32169.0,47840.0,35657.0,25464.0,90604.0,104802.0,116284.0,38473.0,56141,200934.0,86910,85001,95508,93472,2036,Gilbert,Arizona
"Glendale city, Arizona",4,27820,249627,125148,124479,36.1,33.9,39.1,249627.0,27022.0,35681.0,33564.0,30776.0,29642.0,33130.0,62910.0,71893.0,47720.0,36223,198646.0,82632,81600,95584,90604,4980,Glendale,Arizona
"Goodyear city, Arizona",4,28380,101744,47382,54362,38.7,39.8,36.8,101744.0,8344.0,10628.0,17178.0,12240.0,11766.0,13770.0,90577.0,95752.0,31907.0,39246,79785.0,28980,34736,35841,33130,2711,Goodyear,Arizona
"Green Valley CDP, Arizona",4,29710,21965,9671,12294,73.4,74.1,72.8,21965.0,243.0,295.0,500.0,585.0,2930.0,15131.0,53640.0,81845.0,25651.0,13949,21965.0,1841,2712,16514,13770,2744,Green Valle,Arizona
"Kingman city, Arizona",4,37620,33813,17791,16022,42.0,42.0,42.1,33813.0,1832.0,3643.0,5322.0,2706.0,5606.0,29125.0,45621.0,50758.0,35704.0,36610,27651.0,12116,7951,15876,15131,745,Kingman,Arizona
"Lake Havasu City city, Arizona",4,39370,58278,29412,28866,57.2,57.2,57.1,58278.0,3471.0,6357.0,4606.0,5922.0,9677.0,20941.0,57343.0,80107.0,42670.0,36483,52599.0,15054,16577,34296,29125,5171,Lake Havasu City,Arizona
"Marana town, Arizona",4,44270,54903,27785,27118,40.8,40.6,41.0,54903.0,4235.0,7460.0,7957.0,5669.0,6622.0,20290.0,96817.0,102718.0,59422.0,45540,44759.0,17436,15547,22881,20941,1940,Marana,Arizona
"Maricopa city, Arizona",4,44410,62727,30739,31988,37.6,37.7,37.3,62727.0,4318.0,7626.0,10701.0,7215.0,5401.0,199112.0,81657.0,81018.0,44989.0,43171,48251.0,18398,18917,23170,20290,2880,Maricopa,Arizona
"Mesa city, Arizona",4,46000,509492,252457,257035,37.7,37.2,38.2,509492.0,44340.0,76031.0,64891.0,55321.0,63204.0,20799.0,69266.0,83116.0,47460.0,39493,406200.0,158187,157221,221995,199112,22883,Mesa,Arizona
"Oro Valley town, Arizona",4,51600,47895,23254,24641,55.0,51.6,56.1,47895.0,3629.0,3598.0,4466.0,4378.0,6457.0,75479.0,92669.0,100000.0,54011.0,50776,41087.0,11504,12065,23393,20799,2594,Oro Valley,Arizona
"Peoria city, Arizona",4,54050,194910,95784,99126,42.7,41.0,44.4,194910.0,11930.0,21320.0,26767.0,29393.0,26334.0,602039.0,92566.0,112348.0,46972.0,50119,158505.0,60666,61510,78694,75479,3215,Peoria,Arizona
"Phoenix city, Arizona",4,55000,1624539,818870,805669,34.5,34.1,35.1,1624539.0,157989.0,265026.0,226450.0,203896.0,180098.0,24770.0,68435.0,79209.0,38356.0,39203,1270317.0,550702,530003,644625,602039,42586,Phoenix,Arizona
"Prescott city, Arizona",4,57380,46830,22239,24591,61.7,60.1,62.6,46830.0,3864.0,3988.0,4524.0,2747.0,6930.0,19927.0,54529.0,79190.0,37763.0,36058,42710.0,11597,11157,27222,24770,2452,Prescott,Arizona
"Prescott Valley town, Arizona",4,57450,48188,24146,24042,46.4,43.4,49.2,48188.0,3513.0,4394.0,4800.0,6483.0,6293.0,20981.0,60379.0,67149.0,57484.0,32611,39473.0,13790,13229,20572,19927,645,Prescott Valley,Arizona
"Queen Creek town, Arizona",4,58150,69311,33992,35319,37.0,37.6,34.3,69311.0,5810.0,5810.0,9532.0,11964.0,6777.0,7867.0,121262.0,123913.0,62733.0,61810,49293.0,20228,21955,21886,20981,905,Queen Creek,Arizona
"Rio Rico CDP, Arizona",4,60180,22877,10958,11919,37.7,40.7,37.2,22877.0,1205.0,2661.0,3667.0,2834.0,2821.0,12410.0,69798.0,63516.0,41584.0,40431,17217.0,6916,7287,7914,7867,47,Rio Ric,Arizona
"Sahuarita town, Arizona",4,62140,35345,15899,19446,37.4,38.6,35.3,35345.0,3054.0,2946.0,4211.0,5075.0,3049.0,8296.0,91174.0,95596.0,44403.0,49940,25915.0,8236,11358,13815,12410,1405,Sahuarita,Arizona
"San Luis city, Arizona",4,63470,37334,21181,16153,31.4,31.1,31.8,37334.0,3586.0,5638.0,5555.0,5526.0,2850.0,31781.0,46783.0,46712.0,67900.0,22195,26913.0,14117,10234,8671,8296,375,San Luis,Arizona
"San Tan Valley CDP, Arizona",4,64210,103399,50768,52631,33.3,32.8,33.6,103399.0,7191.0,16598.0,17879.0,9660.0,9992.0,119122.0,81956.0,98522.0,43359.0,42088,75604.0,32478,31359,35927,31781,4146,San Tan Valle,Arizona
"Scottsdale city, Arizona",4,65000,242754,113878,128876,49.5,48.3,50.1,242754.0,14451.0,36215.0,26191.0,29076.0,39885.0,17903.0,99097.0,126694.0,30770.0,60877,213895.0,70972,78599,138984,119122,19862,Scottsdale,Arizona
"Sierra Vista city, Arizona",4,66820,45485,22108,23377,36.3,34.8,38.7,45485.0,4109.0,5886.0,6598.0,4889.0,3682.0,24214.0,65695.0,79935.0,34458.0,41937,35278.0,13667,12745,20282,17903,2379,Sierra Vista,Arizona
"Sun City CDP, Arizona",4,70320,38917,15570,23347,72.3,72.7,71.9,38917.0,230.0,676.0,678.0,1236.0,6080.0,16434.0,48715.0,64798.0,49731.0,26663,38518.0,3311,5666,27446,24214,3232,Sun Cit,Arizona
"Sun City West CDP, Arizona",4,70355,27255,11409,15846,74.7,74.8,74.7,149191.0,13419.0,17809.0,15455.0,17750.0,17403.0,55339.0,54720.0,78938.0,53828.0,21158,27255.0,1536,2250,18913,16434,2479,Sun City Wes,Arizona
"Surprise city, Arizona",4,71510,149191,69561,79630,40.6,39.2,42.1,184109.0,41710.0,44788.0,23804.0,14876.0,15824.0,77306.0,78411.0,85152.0,35798.0,45006,118550.0,40724,44814,62261,55339,6922,Surprise,Arizona
"Tempe city, Arizona",4,73000,184109,96723,87386,29.0,28.7,30.0,543215.0,80938.0,88960.0,64897.0,56361.0,57326.0,223068.0,68662.0,84805.0,45087.0,37314,160795.0,78743,65162,83172,77306,5866,Tempe,Arizona
"Tucson city, Arizona",4,77000,543215,271982,271233,33.6,32.8,34.6,97097.0,12076.0,15315.0,11351.0,7116.0,8544.0,36530.0,50306.0,61461.0,60109.0,30567,445020.0,183136,179304,242816,223068,19748,Tucson,Arizona
"Yuma city, Arizona",4,85540,97097,49379,47718,30.7,29.6,32.0,30814.0,1336.0,2400.0,3147.0,4641.0,4021.0,12564.0,54260.0,54445.0,41396.0,31643,73289.0,28563,28276,43608,36530,7078,Yuma,Arizona
"Bella Vista city, Arkansas",5,4840,30814,15430,15384,52.4,51.5,52.9,35676.0,3043.0,4833.0,5275.0,5476.0,2600.0,13941.0,73938.0,82690.0,64893.0,46531,26669.0,8735,8061,13695,12564,1131,Bella Vista,Arkansas
"Benton city, Arkansas",5,5290,35676,17852,17824,35.9,33.8,38.5,56723.0,4694.0,8373.0,12729.0,6640.0,4675.0,22050.0,65342.0,76585.0,36550.0,42139,27720.0,11229,11440,14784,13941,843,Benton,Arkansas
"Bentonville city, Arkansas",5,5320,56723,29652,27071,35.0,34.5,35.2,26661.0,1858.0,4261.0,3391.0,3927.0,2916.0,10505.0,100461.0,117124.0,30061.0,54775,43292.0,20263,18628,24401,22050,2351,Bentonville,Arkansas
"Cabot city, Arkansas",5,10300,26661,12734,13927,37.9,36.3,42.1,65126.0,15151.0,8757.0,9059.0,5857.0,6156.0,25251.0,66442.0,97064.0,23276.0,44432,21809.0,8498,9018,10628,10505,123,Cabot,Arkansas
"Conway city, Arkansas",5,15190,65126,31515,33611,29.1,27.5,30.3,20029.0,1583.0,2120.0,3182.0,1477.0,2518.0,7700.0,53029.0,64730.0,39609.0,32305,52533.0,22068,23998,27470,25251,2219,Conway,Arkansas
"El Dorado city, Arkansas",5,21070,20029,10443,9586,39.5,35.8,40.2,95231.0,21895.0,16933.0,11364.0,10214.0,7019.0,40104.0,40306.0,49531.0,28218.0,28314,15443.0,6045,5637,9111,7700,1411,El Dorado,Arkansas
"Fayetteville city, Arkansas",5,23290,95231,47456,47775,28.4,28.0,28.6,89574.0,10019.0,11866.0,11670.0,8983.0,12372.0,36390.0,61428.0,79294.0,24048.0,34789,77789.0,34598,34801,44706,40104,4602,Fayetteville,Arkansas
"Fort Smith city, Arkansas",5,24550,89574,43035,46539,36.7,35.6,38.9,38118.0,4807.0,4367.0,4008.0,3532.0,6310.0,16437.0,44718.0,54333.0,21768.0,30132,71964.0,28669,28771,39962,36390,3572,Fort Smith,Arkansas
"Hot Springs city, Arkansas",5,33400,38118,16647,21471,40.2,38.9,40.5,29302.0,3720.0,3699.0,5561.0,2318.0,3143.0,12670.0,40913.0,48836.0,24218.0,30454,31366.0,11358,13086,20861,16437,4424,Hot Springs,Arkansas
"Jacksonville city, Arkansas",5,34750,29302,14256,15046,35.6,35.1,36.8,79330.0,9658.0,13700.0,9106.0,8117.0,7437.0,30432.0,39049.0,55638.0,36501.0,27257,23885.0,9759,9843,14916,12670,2246,Jacksonville,Arkansas
"Jonesboro city, Arkansas",5,35710,79330,37546,41784,32.8,31.5,33.6,201984.0,16694.0,30499.0,25088.0,25388.0,24084.0,89422.0,45497.0,65293.0,48738.0,31436,61522.0,23277,26697,34452,30432,4020,Jonesboro,Arkansas
"Little Rock city, Arkansas",5,41000,201984,93334,108650,37.9,37.6,38.1,21564.0,3600.0,3236.0,1492.0,2950.0,2696.0,9235.0,53565.0,73591.0,37145.0,38878,158248.0,59239,66137,99876,89422,10454,Little Rock,Arkansas
"Maumelle city, Arkansas",5,44600,21564,9991,11573,37.1,30.5,40.6,64164.0,5259.0,11639.0,8369.0,6225.0,8939.0,29159.0,79574.0,115117.0,22789.0,40726,18533.0,6654,8216,9481,9235,246,Maumelle,Arkansas
"North Little Rock city, Arkansas",5,50450,64164,31091,33073,36.7,33.7,37.8,30710.0,2056.0,3864.0,4573.0,2910.0,3840.0,12226.0,46236.0,56883.0,22159.0,31942,52056.0,19955,22101,32770,29159,3611,North Little Rock,Arkansas
"Paragould city, Arkansas",5,53390,30710,15043,15667,36.2,35.6,36.4,40250.0,4138.0,5407.0,5085.0,4452.0,5642.0,14813.0,54930.0,60659.0,42643.0,38262,22721.0,8562,9507,13107,12226,881,Paragould,Arkansas
"Pine Bluff city, Arkansas",5,55310,40250,19456,20794,37.5,36.3,39.7,71114.0,6023.0,12709.0,9845.0,7942.0,8182.0,25872.0,44534.0,55656.0,23604.0,29651,32682.0,12481,13498,19700,14813,4887,Pine Bluff,Arkansas
"Rogers city, Arkansas",5,60410,71114,35330,35784,33.5,33.5,33.6,29344.0,5990.0,4365.0,3067.0,2343.0,3281.0,12238.0,67408.0,75490.0,36674.0,36749,54133.0,22732,22949,29356,25872,3484,Rogers,Arkansas
"Russellville city, Arkansas",5,61670,29344,14501,14843,31.1,29.9,34.0,20087.0,4736.0,2657.0,2486.0,1201.0,2595.0,8098.0,31834.0,43198.0,36785.0,20426,23766.0,9358,9901,13255,12238,1017,Russellville,Arkansas
"Searcy city, Arkansas",5,63020,20087,10192,9895,29.7,31.6,28.2,33021.0,1786.0,3185.0,6673.0,4281.0,3361.0,12723.0,50126.0,75519.0,43644.0,31803,16740.0,7134,7080,9264,8098,1166,Searcy,Arkansas
"Sherwood city, Arkansas",5,63800,33021,16476,16545,37.0,36.5,39.1,87255.0,9015.0,12311.0,11731.0,10650.0,8670.0,28942.0,59073.0,74031.0,28700.0,37051,24525.0,9202,10865,13651,12723,928,Sherwood,Arkansas
"Springdale city, Arkansas",5,66080,87255,44057,43198,34.0,31.8,35.0,26667.0,2015.0,3840.0,2543.0,3621.0,3556.0,10602.0,63396.0,70248.0,27280.0,32741,65984.0,29483,25708,30493,28942,1551,Springdale,Arkansas
"Texarkana city, Arkansas",5,68810,26667,14103,12564,41.8,35.3,47.8,24684.0,1498.0,4072.0,2161.0,2762.0,3424.0,9670.0,39553.0,43482.0,24938.0,41813,21139.0,7876,7973,12685,10602,2083,Texarkana,Arkansas
"Van Buren city, Arkansas",5,71480,24684,10583,14101,37.4,36.3,39.7,24275.0,3140.0,3145.0,2733.0,2241.0,2991.0,8992.0,51731.0,52290.0,33743.0,31143,18797.0,6490,7662,10321,9670,651,Van Buren,Arkansas
"West Memphis city, Arkansas",5,74540,24275,11320,12955,32.7,30.4,37.7,38122.0,3322.0,7547.0,5257.0,4676.0,2348.0,8666.0,37452.0,44211.0,73488.0,21544,18358.0,7056,7586,10602,8992,1610,West Memphis,Arkansas
"Adelanto city, California",6,296,38122,20149,17973,28.8,27.4,29.1,76352.0,3644.0,11547.0,12848.0,11211.0,8984.0,30281.0,63983.0,66619.0,84736.0,31461,26769.0,12591,12045,8772,8666,106,Adelanto,California
"Alameda city, California",6,562,76352,37267,39085,40.6,39.9,41.5,21056.0,1045.0,2939.0,3888.0,2388.0,2510.0,8232.0,115468.0,159149.0,46149.0,72135,62106.0,24379,25497,32416,30281,2135,Alameda,California
"Albany city, California",6,674,21056,9860,11196,37.7,37.3,38.7,81219.0,5264.0,15150.0,12236.0,8697.0,10934.0,29022.0,122393.0,141072.0,68783.0,76790,16299.0,5815,7711,8748,8232,516,Albany,California
"Alhambra city, California",6,884,81219,36902,44317,39.5,40.4,38.4,51829.0,4357.0,6756.0,8743.0,7334.0,6336.0,19376.0,72222.0,76427.0,90782.0,38111,67773.0,24956,28388,31005,29022,1983,Alhambra,California
"Aliso Viejo city, California",6,947,51829,25155,26674,37.3,37.2,37.5,46510.0,2916.0,3980.0,5733.0,6901.0,7180.0,16645.0,110714.0,130018.0,44692.0,60451,41142.0,17769,17931,20444,19376,1068,Aliso Viejo,California
"Altadena CDP, California",6,1290,46510,22963,23547,46.6,43.4,49.4,23371.0,3410.0,2975.0,3049.0,3218.0,2853.0,6650.0,111324.0,126961.0,44133.0,62051,37889.0,14357,13660,17221,16645,576,Altaden,California
"American Canyon city, California",6,1640,23371,11580,11791,38.7,35.3,40.3,345935.0,30526.0,54439.0,48375.0,47069.0,40627.0,105608.0,114490.0,124838.0,63476.0,43580,19274.0,7979,8105,6650,6650,0,American Canyon,California
"Anaheim city, California",6,2000,345935,168784,177151,37.2,36.6,37.9,44991.0,2674.0,4298.0,8760.0,3660.0,6384.0,14680.0,81747.0,91012.0,36112.0,37404,278757.0,114108,116254,110319,105608,4711,Anaheim,California
"Antelope CDP, California",6,2210,44991,21459,23532,36.6,37.8,35.8,114801.0,9288.0,14737.0,16513.0,13295.0,16694.0,37081.0,80625.0,93881.0,49015.0,46792,32278.0,13038,14103,14889,14680,209,Antelop,California
"Antioch city, California",6,2252,114801,56359,58442,36.9,36.9,37.0,76217.0,5049.0,7208.0,10025.0,7059.0,8418.0,24657.0,81008.0,95864.0,70372.0,45496,89692.0,37133,37279,37650,37081,569,Antioch,California
"Apple Valley town, California",6,2364,76217,39795,36422,36.8,36.8,36.8,55335.0,3225.0,6874.0,6889.0,6967.0,7664.0,19192.0,63031.0,68617.0,50246.0,36738,54841.0,21513,18798,25390,24657,733,Apple Valley,California
"Arcadia city, California",6,2462,55335,25682,29653,43.6,44.4,43.3,100613.0,7789.0,19168.0,11194.0,13829.0,11273.0,40688.0,95417.0,113663.0,32356.0,52208,44675.0,15824,17044,20940,19192,1748,Arcadia,California
"Arden-Arcade CDP, California",6,2553,100613,49015,51598,34.7,34.2,36.7,20363.0,2843.0,2970.0,2163.0,2576.0,1359.0,5206.0,62145.0,76963.0,59141.0,37046,78629.0,32801,32389,42032,40688,1344,Arden-Arcad,California
"Arvin city, California",6,2924,20363,10278,10085,26.4,25.3,29.0,24152.0,1565.0,5915.0,3487.0,2507.0,2140.0,7907.0,47476.0,47946.0,53404.0,25118,14101.0,6251,6241,5301,5206,95,Arvin,California
"Ashland CDP, California",6,2980,24152,11262,12890,32.3,30.7,34.0,29707.0,2040.0,4399.0,4139.0,3838.0,3972.0,11917.0,64956.0,66497.0,24569.0,51014,18168.0,8090,7725,8370,7907,463,Ashlan,California
"Atascadero city, California",6,3064,29707,14864,14843,42.3,40.3,44.0,31972.0,3719.0,4697.0,4080.0,2886.0,3683.0,9766.0,77090.0,85511.0,75536.0,41534,24858.0,9754,9016,12672,11917,755,Atascadero,California
"Atwater city, California",6,3162,31972,17348,14624,32.9,32.5,33.7,48670.0,7326.0,8296.0,5423.0,6685.0,4683.0,13647.0,57277.0,61632.0,41841.0,32865,24330.0,11508,8721,10090,9766,324,Atwater,California
"Azusa city, California",6,3386,48670,24317,24353,31.3,31.6,30.9,407581.0,42788.0,62584.0,54390.0,42965.0,41784.0,128007.0,85308.0,83529.0,47222.0,32608,38284.0,16792,16520,14613,13647,966,Azusa,California
"Bakersfield city, California",6,3526,407581,198772,208809,32.1,31.6,32.4,70634.0,8598.0,11168.0,7311.0,11808.0,8808.0,19112.0,66666.0,72130.0,37453.0,35934,304281.0,126776,131358,134270,128007,6263,Bakersfield,California
"Baldwin Park city, California",6,3666,70634,36578,34056,39.3,35.3,42.5,30276.0,2782.0,4277.0,3449.0,2348.0,3222.0,10289.0,69854.0,69587.0,25818.0,31169,59548.0,27124,22726,19605,19112,493,Baldwin Park,California
"Banning city, California",6,3820,30276,15688,14588,35.0,32.4,37.7,25444.0,1910.0,3615.0,3199.0,2260.0,2056.0,8029.0,53727.0,58129.0,61122.0,31096,22500.0,8217,8169,10922,10289,633,Banning,California
"Barstow city, California",6,4030,25444,11358,14086,30.1,30.3,30.0,25017.0,3477.0,4304.0,3377.0,2962.0,2867.0,7383.0,51843.0,61626.0,53951.0,42931,16785.0,6497,7241,9317,8029,1288,Barstow,California
"Bay Point CDP, California",6,4415,25017,11072,13945,32.0,29.8,32.9,55274.0,3656.0,5874.0,10700.0,5650.0,4892.0,17232.0,66806.0,52368.0,32036.0,31278,19763.0,8505,9002,7850,7383,467,Bay Poin,California
